"","Line","individual","blk","trt","UNr","CRr","UNHmax","CRHmax","UNInflection_DD","CRInflection_DD","UNInflection_size","CRInflection_size","UNduration","CRduration","UNSTP","CRSTP"
"48",187,208,2,"CR",0.0152270962380557,0.0152093249739672,37.6001578892559,30.5448413497955,556.910912567626,520.56505943152,18.8000789402776,15.2724206755907,782.701486694347,762.596154680642,36.4291035494958,29.5949184047809
"49",190,140,2,"CR",0.0122523314563285,0.0113599446281987,55.3967825544411,47.0258907736567,712.704433539643,689.912231978959,27.6983912664653,23.512945385675,983.721934619904,970.129679592884,51.9488258269954,43.8296623746166
"50",193,263,2,"CR",0.0133553899544946,0.01347447680731,36.0600845795278,28.381225030273,616.554716318879,608.816389078787,18.0300422921401,14.1906125147026,873.87369238882,867.881788613913,34.6445377738632,27.1104350588249
"51",198,139,2,"CR",0.0151510391366612,0.0140026184318255,40.313684452608,28.9906489338982,666.269417124586,650.235609083388,20.1568422285911,14.49532446584,903.55541350899,883.464318490168,38.6990174676022,27.2588069033642
"52",199,250,2,"CR",0.0128606762899323,0.0133557977421966,30.3900096794681,32.4733982916528,602.432549960697,591.367415627471,15.1950048417614,16.2366991466308,869.103913305276,839.556899604829,28.808038354817,31.1887220028823
"53",201,257,2,"CR",0.0127268931827417,0.0134834834566717,39.5486255338534,31.1571203154528,506.468914690387,485.696285632233,19.7743127647567,15.5785601591018,775.776203895634,726.414346283569,37.7807480426038,29.7808596204095
"54",204,138,2,"CR",0.0153004198826247,0.0154192579468236,28.8288858284791,21.820841457407,486.86986429425,442.898154793046,14.4144429176429,10.9104207289846,713.840465197168,648.710283199404,27.7848346184904,20.8222410169711
"55",205,205,2,"CR",0.0115870401236041,0.0113679781024861,45.799069263772,40.0679569887962,639.823038512237,612.050186673541,22.8995346360059,20.0339784947274,925.097057661373,900.044096976168,43.5761422708137,37.6433458493682
"56",206,134,2,"CR",0.0149582361764002,0.0152790112651259,32.5828374663348,27.3430859440366,537.446591105688,534.244038930305,16.291418733412,13.6715429748468,778.450280956677,763.930177222083,31.217713426166,25.9503074947516
"57",207,181,2,"CR",0.0122374569266211,0.0126147439823615,16.6266480029085,21.5723539503779,473.609388318968,484.661260274029,8.31332402086351,10.7861769753884,749.789397864774,759.067024463552,15.256257864728,20.4353846928764
"58",208,175,2,"CR",0.0139408663184947,0.0140818816295004,34.783384080879,23.2858400833542,566.466833124891,538.165375940722,17.391692040113,11.642920040935,806.588589578648,781.639677382898,33.0945960194277,22.1117429146128
"59",211,259,2,"CR",0.0115836610131325,0.0121115500022244,39.1136688288822,33.0114269802286,636.886532628527,603.300299435953,19.5568344098791,16.5057134897693,909.765107862563,884.158188061413,37.2098724652089,31.4114728482798
"60",212,163,2,"CR",0.0140448069469937,0.0144919692805153,34.2059199351557,28.0609025852429,546.809447926638,506.594181312832,17.1029599760174,14.0304512921978,793.785102620921,758.350082217244,32.4211155997577,26.7677699602145
"61",213,219,2,"CR",0.0135104179952332,0.0134949469255958,50.8022546058885,40.1827171510873,689.235094726884,651.45294203549,25.4011272996741,20.0913585747315,936.050219021742,906.66583234432,48.4971422041305,38.1938785931894
"62",215,172,2,"CR",0.0139767304839506,0.0154198961181664,25.044910057513,24.1832021210122,564.332206186791,560.361533702448,12.522455030592,12.0916010624197,803.724848934749,769.951824808165,24.0184311754344,23.0821425890302
"63",222,194,2,"CR",0.0123416273711429,0.0138517554489263,55.6877604429579,40.0611650347385,706.241475143845,642.141632932747,27.8438802217553,20.0305825177474,963.449765642805,893.536575230031,52.9855597462044,38.3002229341375
"64",223,171,2,"CR",0.0135361061671918,0.0146896532125809,29.500906703279,28.2947703739767,593.599725595159,552.346936216722,14.7504533599969,14.1473851860007,843.894602523498,779.935210912409,27.9670021315819,27.1066386360183
"65",225,199,2,"CR",0.0139677057167699,0.0139748304787962,45.709778852221,36.0565648151083,596.191445394276,571.77073309041,22.854889424162,18.0282824068742,837.673222926248,810.504631646033,44.1500399397372,34.5663549630722
"66",228,239,2,"CR",0.0125771382050844,0.012046701114214,38.9969014873564,33.4564875229043,666.216636099027,638.473689574265,19.4984507411893,16.7282437633931,931.493144732975,912.201367467305,36.8041746212363,31.3856374155833
"67",229,179,2,"CR",0.0117995359302448,0.0119632307455293,56.0918859126604,44.6108751339816,652.180623882094,611.861577387725,28.0459429511944,22.3054375671721,943.754827796295,902.264314081373,53.6334900288488,42.5788447717605
"68",232,185,2,"CR",0.0139265632259125,0.0130404290804243,53.3507268177392,50.2938118755639,696.037081991452,669.319519739536,26.6753634049381,25.1469059389807,942.662812297126,927.459043086241,51.0521243149578,47.7469725120962
"69",234,215,2,"CR",0.0136535703831485,0.0131480436173362,40.313364818442,37.5242710624608,630.930827928026,610.107062064496,20.1566824104934,18.7621355299102,885.0394766057,869.399593776155,38.519392159952,35.8661191302152
"70",235,212,2,"CR",0.0115870409880444,0.0122022466530869,21.5807170926525,24.3648449809829,476.918787080062,481.318768771919,10.7903585485294,12.182422489735,785.015430885175,766.472831163824,20.3291904774308,23.0936426395141
"71",240,230,2,"CR",0.0139658963381199,0.0158148367405782,21.7049737276015,23.2019030641882,537.677083264625,525.976228369068,10.8524868686792,11.6009515337551,786.497320977122,729.944686481659,20.5657873916811,22.3355981668121
"72",242,264,2,"CR",0.0128604573013188,0.0145785540733007,32.7660154423956,31.0808059892226,551.569008978241,508.845730190782,16.3830077208908,15.5404029923113,806.984521332527,751.615731038123,31.4581130786384,29.627251127929
"73",243,136,2,"CR",0.0118214309462128,0.0128147663323192,41.0019667500735,32.8116781931451,660.816669643246,593.35873068014,20.5009833785018,16.4058390967204,940.357500314151,853.77198364044,39.4016540917937,31.334215101529
"74",248,203,2,"CR",0.0132047796018222,0.0139802509691668,45.1909681501159,37.8759099099522,609.463052987875,589.174555497618,22.5954840726373,18.9379549543764,867.252629186093,835.731739275221,43.3992869024325,36.3552039343231
"75",250,229,2,"CR",0.0120568971452795,0.0125558959331146,45.9587867746536,36.8813285096482,581.363406996602,547.782555508975,22.9793933846512,18.4406642588633,862.851159566256,810.982279596451,44.1856607930214,35.4407417664229
"76",251,186,2,"CR",0.0125382080958812,0.0123083840835001,42.6923793405021,47.2238906945376,764.711211176361,730.650693374844,21.3461896754342,23.6119453420471,1027.69676937822,1006.45635645748,39.6234353298848,44.7341466179286
"77",253,183,2,"CR",0.012939820197037,0.0136475314286478,28.7771745961864,29.0380895978903,573.569940899083,547.900456519022,14.3885872995682,14.5190447999543,825.937533598168,799.841402831898,27.5971463591643,27.8143114599708
"78",255,137,2,"CR",0.0123049042509709,0.0122963367587484,44.9338909399442,38.1306736908078,620.250009137524,573.685132579727,22.4669454682899,19.0653368446575,886.84031111866,861.345043058951,43.0421541301216,36.5987134789685
"79",256,196,2,"CR",0.0150768725640852,0.0156299131116685,31.0968699871576,27.4327909801736,521.75180805951,501.635002888379,15.5484349972431,13.7163954902765,737.470352493598,743.983062266973,30.3216533493829,26.4605529752534
"80",259,245,2,"CR",0.0162765317979154,0.0169941507272306,29.1405673128373,26.4191888212593,536.393718482336,481.509563541584,14.5702836656224,13.2095944127501,753.575393759674,684.547412355412,28.1418397728124,25.4916378688377
"81",264,242,2,"CR",0.0138772575791583,0.0153709181631391,19.3269978113456,18.0070093187689,450.348232124118,433.677531796538,9.66349891162944,9.00350466047458,701.133472272733,658.112125284756,18.2173780135713,17.0639554721861
"82",265,155,2,"CR",0.0121017957782643,0.0124301526656552,28.6711714979238,28.4677884541675,520.359391125287,509.331189640834,14.3355857634915,14.2338942288047,798.657087869946,771.810099404007,26.4065347935184,26.9112833748431
"83",267,442,4,"CR",0.0147609437598505,0.0138006286980906,21.7199306729753,20.3634461605934,487.496350707479,493.597480534717,10.8599653407209,10.1817230801762,729.251436136838,759.674878706655,20.6018852937328,18.9095452616874
"84",268,225,2,"CR",0.0131870825083899,0.0128000144969808,32.4818745079744,31.2534852765111,465.709845885096,446.647148474013,16.2409372491077,15.6267426382196,721.643904781037,731.857472440632,31.4266926330845,29.6511153688117
"85",270,178,2,"CR",0.0150032851341603,0.0163665958284344,30.5557626900218,27.6614775434151,519.268494584662,486.903130504565,15.2778813462205,13.8307387708951,770.034426413713,714.040637144296,29.3472500667241,26.7571276059311
"86",277,209,2,"CR",0.0134575728242269,0.0138012523884603,31.1757240104422,30.9121988419173,585.544764228522,561.313889175282,15.5878620067651,15.4560994198504,836.782717445163,798.866508996248,29.9701766979976,29.3791143323835
"87",281,180,2,"CR",0.0130808298782906,0.0136519622232731,51.7607128069807,43.3321343701663,761.960671393636,743.39967917102,25.8803563987578,21.666067185823,1014.77577369262,986.817340788786,48.7998652030437,40.6756799456155
"88",282,234,2,"CR",0.0135512887281725,0.0126791043655026,51.1261475200368,47.8777980439742,754.143995605686,725.289687802558,25.5630737548438,23.9388990215582,997.585451155861,993.888270580503,48.9330633225655,45.4589816322252
"89",284,147,2,"CR",0.0136529855674123,0.0135485650460254,54.257031485531,47.6125293239303,774.200097267444,741.689940950068,27.1285157481568,23.8062646621012,1023.63579743133,992.32120274229,52.51832760017,45.2835013230601
"90",285,246,2,"CR",0.0145702746232457,0.014274010772758,30.9437248670262,28.1885529164419,563.394863177762,527.647810023554,15.4718624378772,14.0942764585082,793.215227534004,777.140647417726,29.7713991837574,26.9411423761201
"91",288,189,2,"CR",0.014375322549543,0.0145484982839464,28.9366097807236,26.4134385918996,558.714430675371,534.440890579047,14.4683048954892,13.2067192960753,802.644810604489,771.744900269492,27.1037093617008,25.2962795576814
"92",289,135,2,"CR",0.0127425602178815,0.0123025943135187,60.758819347289,44.3180009236224,748.830499119803,695.819831280688,30.379409665933,22.1590004594402,1008.60582967869,959.68310190905,58.2931235456716,42.4772369443937
"93",290,176,2,"CR",0.0130881152010812,0.0121597253382982,47.5313509626689,41.1002463384011,602.559073900251,579.759258032798,23.7656754801268,20.5501231673726,867.305868729389,853.605651616025,45.2761694956943,39.2972470105589
"94",300,153,2,"CR",0.0120371333819659,0.0120073072109321,45.2938490119718,39.027406161762,665.246754145222,640.275777291346,22.6469245053589,19.5137030801058,934.17352512053,904.258195721145,43.4598315022151,36.9768266912283
"95",301,173,2,"CR",0.0136706684254239,0.0142139167547866,50.6486335573013,41.9516030819797,623.092668161081,598.394876628379,25.3243167760271,20.9758015409149,880.361656733305,847.181984460283,49.1389149618265,40.6563807803504
"96",303,213,2,"CR",0.0134646018809653,0.0139602978186571,31.647003552699,24.5132288684515,502.153164280874,467.490762076906,15.8235017773112,12.2566144349159,752.417673038497,722.8085442408,30.6185251456451,23.4171252094373
"97",308,458,4,"CR",0.0118784091755513,0.013282318000402,30.9884178260232,25.0217054537733,602.668809801675,547.890084328727,15.4942089178614,12.5108527269637,888.36427007214,800.745849858399,29.7861599149906,23.8232808788279
"98",311,461,4,"CR",0.0127744018558709,0.0132063672589807,23.4695819232874,22.3471306377413,532.752198534025,518.482647005314,11.7347909708779,11.1735653208889,790.859575754234,781.743991009584,22.1716648425489,21.5808440157051
"99",318,237,2,"CR",0.0121737680250476,0.0137454412935743,43.1981729066201,31.1840386283927,611.397976513634,556.540966045521,21.5990864514066,15.5920193174515,893.978879921078,802.59387436213,41.4497507894316,30.0446835488688
"100",325,265,2,"CR",0.0131557552220081,0.0138103513314267,34.7098080190942,29.9235872310475,633.735701126583,587.696469192904,17.3549040115754,14.9617936152777,884.567625675783,833.944538045364,32.8608116736998,28.3629350744354
"101",328,152,2,"CR",0.0143981503181955,0.0155785300044856,33.2405911540389,28.3605770429108,616.998128487237,566.937287767727,16.6202955776233,14.180288520403,863.56371872253,774.221786499328,31.8705720248217,26.9979238091971
"102",332,169,2,"CR",0.0145733819195419,0.0158153250517994,30.4017607350591,27.0904951224268,498.904497727685,483.651789262072,15.2008803691486,13.5452475620073,747.439067339208,710.248266540353,29.1903075239139,25.6097982476689
"103",337,232,2,"CR",0.013335925644614,0.0135124266104456,44.1611300975811,39.2716714724172,702.633188391781,661.74140215904,22.0805650458867,19.6358357348324,950.583726032361,909.325628291572,41.6596732611674,37.0122748048776
"104",339,248,2,"CR",0.0151633875897353,0.0169304965151188,30.4697243337698,23.9274914534335,494.072134734756,465.210711437219,15.2348621705818,11.9637457268451,720.667399579562,674.209494091685,29.1098552173126,23.1410400045152
"105",340,260,2,"CR",0.0132166007489024,0.0122743569788347,43.0321878986553,32.4181651600853,626.703054572737,596.892461129886,21.5160939448596,16.2090825786482,889.398799590562,887.443834078587,41.0138354682745,30.774057228614
"106",341,161,2,"CR",0.0137887038425827,0.0137802938507526,27.8659183832065,25.5000680014921,535.812207028732,512.698485133861,13.9329591927436,12.7500340019371,784.972096791614,763.616560839315,26.7187601625232,23.9506626201579
"107",344,523,4,"CR",0.0148390344828168,0.0151076295308603,43.3277464602153,40.3844448220969,620.402561472661,609.237635816621,21.6638732299806,20.1922224130106,870.444897626679,841.077435819752,41.8239895706511,38.7089387268795
"108",346,224,2,"CR",0.013581709756445,0.0135195679426186,37.3169080539978,36.6454874894036,599.860565537158,597.435757471188,18.6584540284421,18.3227437428999,837.025878479343,857.54954044456,36.0491724888204,35.1954604846167
"109",347,142,2,"CR",0.0136947254942702,0.0140860598050427,45.2668505480053,38.1893447397927,593.646310892551,578.520712049888,22.6334252730724,19.0946723706634,834.424695524883,824.986270105927,43.9162945898153,36.6888900862352
"110",353,159,2,"CR",0.0142327760112803,0.0143100246590232,37.3713740927963,30.6277694064417,571.633854671439,538.944712118443,18.6856870460068,15.3138847014038,822.556822598822,792.421115504883,36.1823706083422,29.3973199059345
"111",354,231,2,"CR",0.0137474471712695,0.0142689501074741,48.3856007965898,35.9917003479096,593.044645836618,558.617329367133,24.1928003969744,17.9958501739582,848.031213183448,790.646418545649,46.7206635155947,34.7663363888302
"112",355,187,2,"CR",0.0123768282566118,0.0125900061437914,33.2735683435952,26.6494326068034,632.965857779788,597.421911474528,16.6367841712562,13.3247163049564,914.146986913596,879.85762401341,31.2540401860355,25.239430664452
"113",357,235,2,"CR",0.0127915262997398,0.0119917981764166,52.7841418418761,43.3413658006058,698.533102656629,675.122431642752,26.3920709042304,21.670682898411,972.287791981735,951.19798482022,50.4909853288968,41.2798784681393
"114",359,151,2,"CR",0.0122944010226088,0.013151207446028,33.8663278794893,34.516500513892,582.371445057036,559.46264591466,16.9331639398033,17.2582502568231,854.921527912027,824.666205789213,32.3260759673455,33.3135987615267
"115",360,253,2,"CR",0.0130683246889993,0.0129656498913779,42.9797761354208,36.1572441472825,644.37841941608,582.145557495076,21.4898880658636,18.0786220722926,912.800268466112,854.502918440367,41.0622653508227,34.7797356936465
"116",363,191,2,"CR",0.0128212151208788,0.0134527683863338,48.3124938190134,48.1775976783032,676.339585308104,659.516266548223,24.1562469157608,24.0887988392695,937.233009028481,921.203787221009,45.8773474541101,46.1460720885277
"117",373,182,2,"CR",0.0143544419831475,0.0144735778044216,36.0240268053256,29.9676666339077,634.317036789749,593.12526089205,18.012013403228,14.9838333165321,873.222717973055,827.091532811633,34.547666414211,28.788347186435
"118",376,177,2,"CR",0.0141574107044922,0.0156749118034661,38.2997478415948,30.6110226134035,538.491980876958,542.432085638347,19.1498739315447,15.3055113068527,783.468436347429,755.229551377543,36.9523402961574,29.2724513572378
"119",380,148,2,"CR",0.0140216308702927,0.015071770493339,43.8397877673791,34.2693887375017,585.744298290088,542.29230641282,21.9198938804721,17.1346943681282,822.797165487638,778.151862984075,42.410121387694,32.9830058867344
"120",500,143,2,"CR",NA,0.0120879206632427,NA,49.9488111840967,NA,717.878366303661,NA,24.9744055936719,NA,998.860332343887,NA,48.6712467099892
"121",511,258,2,"CR",0.0136463211063302,0.0136337339463347,24.7515565806611,23.1759941389697,545.724319740646,513.980811700566,12.3757782945312,11.5879970705228,796.678410910609,759.447217737874,23.4853232470995,21.9586425417855
