edge,node1,node2,cor
Bra029099|Bra022924,Bra029099,Bra022924,-0.6130450801655121
Bra026943|Bra022924,Bra026943,Bra022924,-0.7147943534835015
Bra029111|Bra022924,Bra029111,Bra022924,0.6224829411282147
Bra022867|Bra022924,Bra022867,Bra022924,-0.6252719551037476
Bra023094|Bra022924,Bra023094,Bra022924,-0.5749295723145871
Bra029100|Bra022924,Bra029100,Bra022924,-0.6154726355205097
Bra023056|Bra022924,Bra023056,Bra022924,-0.642014875775316
UNHmax12|Bra012899,UNHmax12,Bra012899,-0.5089889787456976
UNr11|Bra040225,UNr11,Bra040225,0.3646566001710238
Bra028781|Bra040225,Bra028781,Bra040225,0.5539193273054577
Bra008711|Bra008750,Bra008711,Bra008750,0.6377491813837618
Bra008931|Bra008750,Bra008931,Bra008750,0.7239116763813823
UNHmax12|Bra024934,UNHmax12,Bra024934,-0.6544239061809535
Bra018223|Bra024934,Bra018223,Bra024934,0.793505410449588
Bra032711|Bra024934,Bra032711,Bra024934,0.7511302092905782
Bra025497|Bra024934,Bra025497,Bra024934,0.6718331501521763
UNd12|Bra008162,UNd12,Bra008162,-0.5779904344500313
UNd12|Bra002290,UNd12,Bra002290,0.6293125219240692
Bra008797|Bra002290,Bra008797,Bra002290,0.7586463049486193
Bra008840|Bra002290,Bra008840,Bra002290,0.7196821045552161
Bra008931|Bra002290,Bra008931,Bra002290,0.7967004889553845
Bra008750|Bra002290,Bra008750,Bra002290,0.6824531391552561
UNHmax12|Bra039792,UNHmax12,Bra039792,-0.5913703677457525
Bra018223|Bra039792,Bra018223,Bra039792,0.6695265963289911
Bra032711|Bra039792,Bra032711,Bra039792,0.7667369701893743
UNiD12|Bra002255,UNiD12,Bra002255,0.5885642486330421
UNd12|Bra002255,UNd12,Bra002255,0.5966100932256632
Bra013968|Bra002255,Bra013968,Bra002255,-0.5985657723327219
Bra008575|Bra002255,Bra008575,Bra002255,-0.6173783396839313
Bra013959|Bra002255,Bra013959,Bra002255,-0.6408824716857447
Bra008840|Bra002255,Bra008840,Bra002255,0.6014610052546105
Bra002290|Bra002255,Bra002290,Bra002255,0.7172536395849141
UNHmax12|Bra026068,UNHmax12,Bra026068,0.5275682630222525
Bra006755_Bra006756|Bra026068,Bra006755_Bra006756,Bra026068,-0.5414606568466652
Bra025497|Bra026068,Bra025497,Bra026068,-0.5320913131478573
UNHmax12|Bra002619,UNHmax12,Bra002619,-0.6527232362476972
Bra018223|Bra002619,Bra018223,Bra002619,0.7940419376189826
Bra024934|Bra002619,Bra024934,Bra002619,0.815196626846797
Bra026068|Bra002619,Bra026068,Bra002619,-0.5424191150593678
UNHmax11|Bra037847,UNHmax11,Bra037847,-0.5380168140939633
Bra018223|Bra037847,Bra018223,Bra037847,0.6470238057884116
Bra024934|Bra037847,Bra024934,Bra037847,0.6688183273443613
Bra018223|Bra018973,Bra018223,Bra018973,0.7801267410453819
Bra024934|Bra018973,Bra024934,Bra018973,0.8435719708051516
Bra002619|Bra018973,Bra002619,Bra018973,0.8225331555503897
UNHmax12|Bra024437,UNHmax12,Bra024437,0.5826428459336471
Bra006755_Bra006756|Bra025250,Bra006755_Bra006756,Bra025250,0.6985778395948281
Bra018223|Bra025250,Bra018223,Bra025250,0.769589097747668
Bra024934|Bra025250,Bra024934,Bra025250,0.7601410754914
Bra002619|Bra025250,Bra002619,Bra025250,0.8734947617266315
Bra018223|Bra017236,Bra018223,Bra017236,0.827670610921749
Bra032711|Bra017236,Bra032711,Bra017236,0.8138360881655229
Bra024934|Bra017236,Bra024934,Bra017236,0.8309226802053998
Bra002619|Bra017236,Bra002619,Bra017236,0.8046274132048438
Bra025250|Bra017236,Bra025250,Bra017236,0.7801453539572966
UNHmax11|Bra006694,UNHmax11,Bra006694,-0.5221850777032668
Bra006755_Bra006756|Bra006694,Bra006755_Bra006756,Bra006694,0.5779292431163143
Bra037847|Bra006694,Bra037847,Bra006694,0.5272917320904966
UNiD12|Bra039532,UNiD12,Bra039532,-0.6021843349745327
Bra008162|Bra039532,Bra008162,Bra039532,0.6002452341691168
UNHmax12|Bra002411,UNHmax12,Bra002411,0.6201741949463163
UNd12|Bra002411,UNd12,Bra002411,0.6196343847384389
Bra008797|Bra002411,Bra008797,Bra002411,0.6648484968121716
Bra008931|Bra002411,Bra008931,Bra002411,0.7745579959024615
Bra002290|Bra002411,Bra002290,Bra002411,0.8461800790380337
UNHmax11|Bra028603,UNHmax11,Bra028603,0.4501874990790282
Bra028781|Bra028603,Bra028781,Bra028603,0.4925551742790813
UNHmax12|Bra019796,UNHmax12,Bra019796,-0.6110703281777926
Bra018973|Bra019796,Bra018973,Bra019796,0.7428521661598183
UNHmax11|Bra038899,UNHmax11,Bra038899,-0.5677471481729272
Bra018223|Bra038899,Bra018223,Bra038899,0.6885380240804662
Bra002619|Bra038899,Bra002619,Bra038899,0.6826444260063371
Bra025250|Bra038899,Bra025250,Bra038899,0.6663303142889849
Bra017236|Bra038899,Bra017236,Bra038899,0.6667585393326926
UNHmax12|Bra021591,UNHmax12,Bra021591,-0.6320202183687654
Bra018223|Bra021591,Bra018223,Bra021591,0.7905775703169109
Bra024934|Bra021591,Bra024934,Bra021591,0.7775511756793394
Bra002619|Bra021591,Bra002619,Bra021591,0.8041099975620511
Bra018973|Bra021591,Bra018973,Bra021591,0.7994096270498406
Bra025250|Bra021591,Bra025250,Bra021591,0.7715987750298936
Bra017236|Bra021591,Bra017236,Bra021591,0.8021492656283222
Bra032711|Bra008430,Bra032711,Bra008430,0.6662385845143686
Bra018223|Bra037542,Bra018223,Bra037542,0.7507079715023605
Bra024934|Bra037542,Bra024934,Bra037542,0.6784508681967211
Bra002619|Bra037542,Bra002619,Bra037542,0.6884179519773167
UNHmax11|Bra012767,UNHmax11,Bra012767,-0.4161797685713925
UNHmax12|Bra101871,UNHmax12,Bra101871,-0.5644334924961
Bra026068|Bra101871,Bra026068,Bra101871,-0.5246814306969075
Bra019796|Bra101871,Bra019796,Bra101871,0.6134679099291559
Bra019796|Bra011761,Bra019796,Bra011761,0.6412165860303389
UNHmax12|Bra025790,UNHmax12,Bra025790,-0.6401582002522962
Bra008162|Bra025790,Bra008162,Bra025790,0.6499088051256949
Bra002255|Bra025790,Bra002255,Bra025790,-0.6455730167274933
Bra002619|Bra025790,Bra002619,Bra025790,0.7476619998407233
Bra019796|Bra025790,Bra019796,Bra025790,0.689961625089641
