MR_gene,MR_Cutoff,eQTL_start,eQTL_end,eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
Bra002255,50,10755931,11427369,Bra002163,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002162,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002161,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002160,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002159,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002158,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002157,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002156,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002155,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002154,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002153,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002152,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002151,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002150,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra102304,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002149,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002148,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra102305,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002147,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002146,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002145,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002144,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002143,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002142,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002141,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002140,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002139,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002138,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002137,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002136,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002135,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002134,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002133,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002132,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002131,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002130,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002129,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002128,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002127,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002126,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002125,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002124,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002123,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002122,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002121,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002120,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002119,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002118,17.320546828872466,18.82201123478325
Bra002255,50,10755931,11427369,Bra002117,17.320546828872466,18.82201123478325
Bra002290,50,10801873,11427369,Bra002235,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002233,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002234,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002232,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002231,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002230,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002229,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002228,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002227,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002226,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002225,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002224,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002223,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002222,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002221,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002220,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002219,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002218,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002216_Bra002217,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002215,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002214,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002213,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002212,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002211,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002210,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002209,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002208,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002207,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002206,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002205,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002204,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002203,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002202,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002201,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002200,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002199,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002198,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002197,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002195,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002196,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002194,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002193,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002192,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002191,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra102302,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002190,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002189,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002188,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra102303,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002187,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002186,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002185,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002184,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002183,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002182,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002181,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002180,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002179,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002178,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002176,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002177,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002175,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002174,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002173,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002172,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002171,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002170,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002169,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002168,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002167,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002166,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002165,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002164,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002163,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002162,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002161,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002160,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002159,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002158,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002157,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002156,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002155,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002154,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002153,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002152,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002151,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002150,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra102304,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002149,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002148,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra102305,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002147,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002146,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002145,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002144,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002143,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002142,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002141,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002140,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002139,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002138,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002137,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002136,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002135,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002134,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002133,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002132,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002131,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002130,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002129,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002128,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002127,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002126,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002125,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002124,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002123,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002122,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002121,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002120,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002119,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002118,11.277839848503477,12.81670504407228
Bra002290,50,10801873,11427369,Bra002117,11.277839848503477,12.81670504407228
Bra002411,30,11003303,11852674,Bra002200,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002199,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002198,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002197,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002195,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002196,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002194,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002193,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002192,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002191,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra102302,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002190,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002189,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002188,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra102303,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002187,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002186,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002185,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002184,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002183,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002182,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002181,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002180,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002179,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002178,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002176,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002177,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002175,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002174,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002173,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002172,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002171,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002170,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002169,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002168,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002167,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002166,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002165,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002164,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002163,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002162,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002161,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002160,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002159,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002158,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002157,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002156,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002155,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002154,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002153,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002152,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002151,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002150,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra102304,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002149,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002148,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra102305,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002147,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002146,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002145,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002144,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002143,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002142,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002141,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002140,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002139,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002138,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002137,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002136,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002135,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002134,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002133,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002132,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002131,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002130,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002129,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002128,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002127,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002126,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002125,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002124,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002123,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002122,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002121,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002120,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002119,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002118,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002117,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002116,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002115,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002114,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002113,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002112,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002111,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002110,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002109,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002108,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002107,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002106,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002105,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002104,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002103,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002102,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra002101,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra040634,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra040635,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra040636,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra102306,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra102307,9.24720847587639,9.78472969981657
Bra002411,30,11003303,11852674,Bra008561,9.24720847587639,9.78472969981657
