"","MEmidnightblue","MEpurple","MEroyalblue","MEsalmon","MEcyan","MEgrey60","MEdarkred","MEdarkgreen","MEblue","MEbrown","MEturquoise","MEdarkturquoise","MEblack","MEyellow","MEdarkorange","MEtan","MEwhite","MEmagenta","MEred","MEgreen","MEpink","MElightyellow","MEorange","MElightcyan","MElightgreen","MEdarkgrey","MEgreenyellow"
"RIL_146_UN",0.0332694787407643,0.0326109609217193,-0.0698245193735098,0.0472155216394582,0.0292159928544945,-0.070536757566332,-0.0771657317190906,-0.090036424384867,-0.0783028918848201,-0.0696810509059162,0.0151430840292885,0.0864135878576665,0.0376320005699618,0.00865980392929443,0.0598858111699341,-0.0626587911455275,0.078017511812222,0.0369581280991326,0.0462645880525296,-0.00277312982355423,0.0290511049329081,0.064728178226191,0.0450263563277815,-0.0610965009906619,-0.0264618385617482,-0.0591946131149476,-0.054318399722458
"RIL_147_CR",-0.0340288629617318,-0.0263565699005301,0.077806610400137,0.064666448287394,0.0630555479867127,-0.0173447640483728,0.0732106957477461,0.0825911435834513,-0.0447100659510831,-0.0271175143258417,-0.0251121986956673,-0.040272902199459,-0.0171243956175279,0.0158700077125828,0.0536177071492438,-0.0288328101465106,-0.0436919834802221,-0.00503832657633253,0.0783273582715863,-0.0555964687308119,1.89096659987358e-05,-0.0460483585309815,-0.0108121420547991,-0.00962422522384393,-0.023873478583247,0.0542411536684938,0.0796293730946274
"RIL_147_UN",-0.0673647590639125,-0.0586757729722407,0.0652043768584719,0.0535395902965641,0.0545202459719018,-0.0596923146606322,0.0757675668888151,0.0753205319226102,0.0224931871092621,-0.0145014798573128,-0.0143062204761742,-0.0809853193186617,0.00773723599376507,-0.0439798223560057,0.0591204191859753,-0.0660361898416111,-0.0663457177977147,0.00318476633306257,0.0147400412826743,0.0183085065835226,-0.0369063028604007,-0.0773503471806931,-0.0628407907761382,-0.0479777002424228,-0.0627079529788301,0.0635090211423461,0.0724429006148748
"RIL_15_CR",0.0120201995287302,0.0884421174005262,0.0403592134782024,-0.0672021211848413,0.0417638347544172,0.028823239051286,0.0220806834918543,0.0691958650494293,-0.0101213007024509,0.0463479992724419,0.0194914367204223,-0.0685552335326007,-0.0208916530496598,-0.0105004387669947,-0.00192944109554566,0.0792328682880557,-0.0561249386320059,0.0872908234790499,-0.00119527573821816,0.00420187751525425,0.0699827929944926,-0.0104144074316964,-0.0468713072341342,-0.0666958939563344,-0.0437610247466555,-0.0726234032618965,-0.0132083604498233
"RIL_15_UN",0.00189917211089026,0.0807865719813035,0.040949606438401,-0.0858810490686269,0.0424943216070263,0.0139714186359762,0.018553933745924,0.0614433287297163,-0.0351862291391888,-0.0404138504463111,-0.0760267402497671,-0.0788553534682172,-0.0280098702155336,0.0243026255119497,-0.0201362556951591,0.071453671211328,-0.0684360711628647,0.0143239699160994,0.0552823537249529,0.0532812613944144,0.0883285079271833,-0.0271612790141985,-0.0672781738967558,-0.0878204406138601,-0.0663494856185818,-0.102213137556834,-0.0399586544713255
"RIL_150_CR",0.0795488590056726,0.0722082168551659,0.0758872557550754,0.0631467340212503,0.0342136359485722,0.091072793374759,-0.0533623613229099,0.0674372684902652,0.100416384414191,0.147306837441224,-0.0503975498660937,-0.0964235527487726,-0.056522422480801,-0.0328326865926566,-0.103155560943925,-0.0593772220617189,-0.0673525950110554,-0.0264841002461185,-0.0434279482571216,0.0266752202633351,0.0833390743224993,0.0371891505643011,0.0736508064788256,0.0649875547139688,-0.00217126087815011,-0.0783462293645237,-0.0584948457680503
"RIL_150_UN",0.0677453154764622,0.0708402138355249,0.0788190991355242,0.0623697352132709,0.0311336829198592,0.0929513306377996,-0.0463001774758008,0.0724933648728586,0.0166596263008234,0.0169166243303816,-0.0520352391636326,-0.0810081940864047,-0.0373119117149113,-0.045365353345821,-0.0951844011639777,-0.0663523669226218,-0.0668203595424646,-0.0330617071151602,0.0206741780453032,-0.00921749726452243,0.0183407825539792,0.0365912660841046,0.0766169439305822,0.0689148348003138,-0.00309105541770697,-0.0822834547516225,-0.0641052540063542
"RIL_154_CR",-0.0204717992605084,0.0245267951667546,-0.057540487338639,0.0711836379502507,-0.0812574913626539,-0.0389572607237039,-0.0650800763170881,0.0602745636682842,0.0257232763100379,0.00364632584489332,-0.0183416165399375,0.0748554615555113,0.00393049298904939,-0.0237080236295692,0.0580072747206916,-0.0502978270707383,-0.0540756968656817,0.00406438099036687,-0.000281599819396745,0.0262518358540393,0.00655440301020416,0.0805696466185835,0.0279815785791773,0.0700418918823901,0.106256218091318,-0.00772470489046411,0.0490893972970923
"RIL_154_UN",-0.0364158410213896,0.0171077816545883,-0.0698152070534371,0.0632116543063545,-0.0953076840279609,-0.0555302970069012,-0.072671767102716,0.0605784056074243,-0.0694097441370879,-0.0899661217359171,-0.0682553241590713,0.0809510906056137,0.0139685609673118,-0.0125416188514937,0.0613018571153365,-0.0644151400470774,-0.0722808166771246,-0.0441060547248417,0.0891068451630461,0.00356914373120447,-0.0137201148655928,0.0768304396576913,0.0157513568323233,0.067809284165587,0.0896302758194268,-0.0172438445544258,0.0362453520224532
"RIL_155_CR",-0.10299096615033,0.0170065944889535,-0.0348357258497732,-0.0980915627614478,0.0520579663758426,-0.00770647871829149,0.0753671086152563,0.0646987322984008,-0.0275098930513266,-0.0528163263240678,-0.0855116040722351,-0.0415396274455797,-0.0325293116987138,0.098706928183605,0.0067063720338308,0.0926551787696463,-0.0631654451670092,0.0300865467449251,0.0606603438990085,0.0337650446337679,0.0792765641707458,-0.0734267948308207,-0.0386008624186671,0.0643809748417677,-0.0678661525429771,-0.0014259262851642,0.0919291884961346
"RIL_155_UN",-0.102153433173806,0.0064495005911455,-0.0416177075975136,-0.103544184270933,0.05154133525823,-0.0122293549509327,0.0732991766709389,0.062634725429529,-0.0197427113541229,-0.0885667547363893,-0.086984497491729,-0.0426624574213093,-0.0257056339187477,0.044011972850064,0.00987893946980354,0.0926107858351275,-0.0681900690487898,0.0321181299488776,0.0677252454467488,0.104201339248662,0.0724173494911441,-0.0813968029786491,-0.0550167056896903,0.0609334822021391,-0.0700879445969879,-0.00339422586309568,0.0902445890874832
"RIL_16_CR",0.0635279809943603,0.0730029002317745,0.073183667182276,-0.0284380231878445,0.0350243172309281,0.0887379727029728,-0.0468189207029716,0.0733840789690199,0.0737990262920201,0.0612235384332231,-0.0548251007070195,-0.0822806329379055,-0.0601235836339162,-0.0427907483465747,-0.0963777584994714,0.0521748070857949,-0.0588198797996006,-0.0428050210307382,0.0093256374425385,0.0137236626317435,0.0275672802634469,0.0353344479275053,0.0717042448780385,0.0678923469259433,-0.00051321764766826,-0.0816588114390831,-0.0604616441614367
"RIL_16_UN",0.060377826632007,0.0692515416631903,0.0730263606276737,-0.0547874221186825,0.0305266311037217,0.0885052565255052,-0.0558829744027876,0.0707358332947108,0.0220453381258116,0.0114447638573721,-0.0825485709866527,-0.0806969459991369,-0.0778636144431293,-0.0198484628744587,-0.105468106420332,0.0363799687459929,-0.0614269680549404,0.0387390466293673,0.0600351539515888,0.0230247308166029,0.0636098407312903,0.0289060780680023,0.066623492157002,0.063486171471428,-0.0127016456814967,-0.0914805836662133,-0.0715378477868257
"RIL_164_CR",0.0314703335855255,0.0333624834716355,-0.0527394700895569,-0.0989287716009607,0.0246433776579988,-0.0686049074642932,0.0260751576131292,0.0677773184958554,0.0224577142815224,0.161576839071475,0.160747816585555,-0.0297638407860502,-0.0796796385652876,-0.0834995275299461,0.0592486621303916,0.0844874407693511,-0.0524256771858182,0.256876839184578,-0.0883925021497475,-0.0408103157972419,0.126806562692074,-0.0178165162843726,0.0562652277614589,-0.11913087529096,-0.0370211708026639,-0.0662524370128651,-0.0370752352229762
"RIL_164_UN",0.0258801508134349,0.0341354937201532,-0.0544497974999338,-0.108996543600415,0.0318942455540645,-0.0781944125121712,0.0278389371820733,0.0805818465407611,0.0663290913832319,0.0816179239255692,0.120723816832296,-0.0223362317780248,-0.0494654495581383,-0.00363483039032941,0.0612451664603541,0.0896443932391813,-0.0578505918943147,0.209196807046428,-0.089926164156544,0.0250550621314548,0.032241800229903,-0.023198918592192,0.0718285790010201,-0.107404867943136,-0.0484211491330205,-0.0608058327999792,-0.0488158381623228
"RIL_166_CR",0.0530212155149178,0.0817286037109062,0.0603988754522478,0.0560572113311625,0.0575019314328865,0.0811666914502882,-0.0766267856717927,0.0658985882968669,0.0523386397018895,0.0393480277703003,-0.08518552342527,0.0441285110800082,-0.0912423765193513,-0.00166920530320506,-0.0882509300415184,-0.0436963170775953,-0.0642878449164498,-0.0592800801455501,0.0202462487181555,0.0152748275450543,0.0494752567590268,0.0728529889483453,-0.0489116500062748,-0.00552999173751543,-0.0557708997118205,-0.0772860877463944,-0.0399899301538817
"RIL_166_UN",0.0445934029638882,0.0830340193818576,0.0639337249102296,0.0443452511587231,0.0566695425221699,0.0843021913543046,-0.0756008181542044,0.072072988759455,0.0276010940145341,-0.00874199612167502,-0.067266950461697,0.0448081362906136,-0.064883412044578,-0.0327031186636057,-0.0828751255786319,-0.0430605470007725,-0.0735786382766411,0.00769080189275803,0.0624504756365934,0.0317777230088233,0.0241434222127637,0.0729940328048176,-0.0559937808819569,-0.00615278691438225,-0.0601752408749364,-0.0785600136075555,-0.0456225344094479
"RIL_171_CR",-0.0041933018730741,0.100151067937857,0.0171145039876846,-0.00195707871042522,0.0555738321849295,-0.0279182146967107,-0.0546067822424863,0.073347319078119,0.0852153169592891,0.0783920655136351,-0.0268710589392242,0.033350996751586,-0.0187263637746109,0.0264167309910134,0.0582282559968987,0.0313868684682896,-0.0391321154171268,0.0770025058565738,-0.0424827622352564,0.0211140513309873,-0.0244312037166832,0.0627864822044897,-0.0261384594147987,0.0240027447730965,-0.0257054421560996,-0.0624118264686332,0.0233157385167724
"RIL_171_UN",-0.0187258243487642,0.094878554605075,0.0127115662613259,-0.0156398838574607,0.0463108707644037,-0.0478626619320282,-0.0681401051960051,0.0637653601351023,0.0508004324912955,0.0214991479107811,-0.0745555090077664,0.016216369381248,-0.0675681902592593,-0.0393912848436898,0.0463420429480961,0.0162539864055096,-0.0515969867351978,-0.0421038781035429,0.0152151601312254,0.0514087346584227,-0.0397156480767511,0.0528141944701353,-0.0436461978075947,0.0210287642682146,-0.0507719030439124,-0.0880610435938033,0.00387116908994508
"RIL_174_UN",0.0357706695169649,-0.0355186999963628,-0.0741582948074125,0.0703650241843289,0.0276098302507141,-0.0533440177556824,0.0783638499869204,-0.0511909055880603,-0.021515333254796,-0.0494997490963779,0.0232190763476098,0.0750387542164558,0.0557813688606232,0.00492834508721148,0.0628578246859851,-0.0731840503496154,0.0602735658309323,0.0242068309917466,-0.0222852866804496,-0.0364180328476364,-0.0659056133669228,-0.0732618261737139,-0.06138520693402,0.0611915546358232,-0.0012303449535731,0.0342857967032772,-0.0530015009849641
"RIL_175_CR",0.00181013774484862,-0.0885616778877055,-0.0686752583094343,-0.0830059293348687,-0.102075144609649,0.0113607792071487,0.0573464701332982,-0.0246143929316407,0.067221052771391,0.0768384045109539,0.00411090383007933,-0.0683992792781915,-0.0231267737329628,0.0225607544991158,-0.0480239393338167,0.0964466188895054,0.071102258971007,0.0137358858673956,-0.0321097360839719,0.0141936950199252,-0.0155930694097195,-0.0683807963346062,-0.042065943019916,0.0695278043694665,0.101138739900576,0.0722240255968174,0.00383146255590493
"RIL_175_UN",0.000663617345161703,-0.0807346135435957,-0.0637955826953436,-0.0850300025830198,-0.0911492452946858,0.0209389586416832,0.0628085364618179,-0.0217558590059448,0.00825977871881223,-0.012046421173393,-0.0604151556936109,-0.0610729977590894,-0.0206960701705373,0.0593290385244917,-0.0348488674989181,0.0913757387229999,0.0683967748780131,-0.0043228450004186,0.0162610980485666,0.00790305811666238,0.000293317001140477,-0.0607811016396066,-0.0434314529792939,0.0661020842870923,0.0924632583506393,0.067460414150117,0.00615592887881434
"RIL_176_CR",-0.10196558750065,-0.0711885319257497,0.066376970382447,-0.0630780444636511,0.0466303664945825,-0.0551498937819947,0.0679544049465478,-0.0464487202262616,-0.0374610963260715,-0.105426586273359,-0.0180272301299459,0.0470548582957308,0.0503658051679078,0.0562221048690082,0.0676927391642311,0.0706439523600601,0.0116572373814669,0.0353156762235871,0.0532990644573666,0.0485845407923638,-0.0348519988335488,-0.0774248961225805,-0.0692889900189057,0.0517987281761292,-0.0601282065335674,0.0396290841974783,0.0897490454669267
"RIL_176_UN",-0.124656330502604,-0.0854581372224282,0.0759420834665824,-0.0849156079266253,0.0509932308592661,-0.0768620726506601,0.0729396817709584,-0.055669206806929,-0.0847561406463449,-0.112319599208186,-0.0115553437660491,0.0543281734779477,0.0895474475453246,0.10476358472928,0.0672033185057002,0.0681195720278764,0.0105646890436297,0.0676254012619232,0.0216433971949455,-0.0234755091119616,-0.0560889441377429,-0.0916916621376082,-0.0893273493832062,0.0538076973247765,-0.0773391991145207,0.042584842053535,0.0917307547016452
"RIL_182_CR",-0.0910919743098919,0.085169977860876,0.0720441343916665,0.012608785949564,0.0457321578758089,-0.0351225124510009,-0.0498154413381247,-0.0471728958836434,0.00288776645317136,-0.00257474570219035,-0.0562314193027271,-0.0139518280058853,-0.0328856280148326,0.0287903269626472,0.056126763555613,-0.0220799748796795,0.0545948398575518,0.0298509088832361,0.0727888103640055,0.0505691776144906,0.11469487706572,0.0628089380247034,-0.0400456645220837,0.0605763546952338,-0.0528357126245271,-0.0868697751794876,0.0925882374302495
"RIL_182_UN",-0.11031281621589,0.0906086133724327,0.0755649149798656,0.00841472577435221,0.0515315249570832,-0.056959206350012,-0.0767487605005818,-0.0697009221555078,-0.0518049326807917,-0.0576105698029267,-0.0381043137319057,-0.0086654498637106,-0.0202050948561415,-0.0173756270109423,0.0668017508280978,-0.0289179753804958,0.0611956643938142,0.0588761571089567,0.0734198107415574,0.0209838417107746,0.0659787721175818,0.0680387343089282,-0.059257009782886,0.0679004154408123,-0.0616868131312659,-0.0929496563596316,0.0990980880765592
"RIL_183_CR",0.0168134916485473,-0.0621053537302059,-0.067835877901425,0.0501547582457019,0.0651122358898235,-0.035336845544062,-0.0768182739626065,0.0638857929466112,0.115146621733716,-0.0250960179453473,-0.0383370936313884,0.0765692833229749,-0.0163883500641534,0.00841789063193608,0.0587778826667672,-0.0367078485326558,-0.0602456943875573,-0.00648649808836759,0.0115463849497734,0.10613729224635,-0.0228166995510232,0.0867826566204838,0.0992159122455662,0.0741223366524379,-0.0537720751096381,0.0762140080840903,-0.000699743503785926
"RIL_183_UN",0.000284582004555661,-0.0669460691130916,-0.068139369050258,0.0283465615909678,0.0525674888688677,-0.0409081152625757,-0.0729778480837629,0.0615603228232738,-0.0559231306312784,-0.0954533290030514,-0.0965663539959939,0.0728012804499707,-0.0690067715235846,-0.0531777820681173,0.051481407236651,-0.047678134291267,-0.0689954244174213,0.0351758988565792,0.121976503606663,0.0450778469035667,-0.0256031699721295,0.076893511517806,0.0844684534396185,0.0615429342411766,-0.0682709365971821,0.0578946735004519,-0.0125613618086358
