"","MEdarkslateblue","MEyellowgreen","MEcyan","MEmidnightblue","MEpurple","MEyellow"
"RIL_206",-0.0989740932844569,0.104740345511877,-0.111502633349875,-0.0776822483228108,0.117889934019003,0.160081344287883
"RIL_207",0.0718833879236028,0.063559008488811,0.0323597546553013,-0.103661246221287,-0.028143396736929,0.00269036863390407
"RIL_208",-0.106836103253996,0.0995983149516934,-0.0044495060946252,0.115567896368625,0.131247134253977,0.0370436438693883
"RIL_21",-0.0850611424095047,-0.078233893984196,0.127548897272999,0.185327090347597,-0.1402447739917,-0.128631450731194
"RIL_211",0.0806066760892597,0.076064677862542,-0.15651358208646,-0.120200145698294,0.00199260515767453,0.153996926991203
"RIL_212",0.0118649631009806,0.0149341988075789,-0.0241013255933723,0.0253554078419794,0.0238314080886594,0.0416189502382794
"RIL_213",0.118859369013041,-0.119951722986804,0.0649616815278233,0.0880153614266422,-0.120499327760108,-0.0710928795569529
"RIL_215",0.0859579591859943,-0.139142210310239,0.0834858429620464,0.0356909165226783,0.00566947593437981,0.0497585906329
"RIL_222",0.0287934228777486,-0.0411820766300719,0.169799708898513,0.00881860527375791,-0.123428503218242,-0.00862684883790208
"RIL_223",-0.126254247941688,0.0944701695030848,-0.148749815713583,-0.00581419884745482,0.0725604365683408,0.0506696167265721
"RIL_225",-0.0955270503665021,0.0983087855934621,0.0339171726526926,-0.0382696404414922,0.0782329991793388,0.0107767751568612
"RIL_228",0.10153184047671,-0.123272491791752,0.0338951978467469,0.0294568466919161,-0.0420339754098131,-0.0228193948066597
"RIL_229",0.124438113040891,-0.109124963404243,0.0526365146881003,0.0304064406564401,-0.219065990685927,-0.191724456458529
"RIL_23",-0.137956589051321,0.0940120619899809,-0.235714585393103,-0.0804333904398281,0.185257860201479,-0.0405915156469537
"RIL_232",0.108408575638071,-0.122980529739482,0.161802910947356,0.150408102186215,-0.136261559465743,-0.0520212991691402
"RIL_235",0.0537572608143956,-0.0259218577323524,-0.161395002633979,-0.075190947964548,0.190763693957812,0.0247583380769814
"RIL_240",-0.125116891008691,0.101478897930907,-0.202609652550435,-0.0616787758496838,0.138935837519648,0.217848112186445
"RIL_242",0.0936247552616591,-0.0228153724441236,0.0317815870693894,-0.13488145618034,-0.0849646777786373,-0.0491248984724059
"RIL_243",-0.0671367697380962,-0.048552348353637,-0.10866651358904,0.00210948995543706,0.0429994790790025,0.0849646537599085
"RIL_248",0.113982747554587,-0.0434844524391398,0.126148833174594,0.00562420843007561,-0.171540792825453,-0.207655031195119
"RIL_25",0.0216936116452103,-0.105752568237374,0.0291014767465551,0.0552272371626142,0.00925789400690485,0.0726556471158081
"RIL_250",0.0953410175940852,-0.126468675591069,0.0268797904122651,0.102836271519422,0.0291803540319367,0.0527343765147334
"RIL_251",0.0114630920012114,-0.0447314632968752,0.103078295007763,0.209302450585997,-0.0490325963631688,0.0460865083333856
"RIL_253",-0.00794099427316465,0.102275014174631,-0.00428739960061592,-0.186241481764203,-0.0439428981144481,-0.045402305324194
"RIL_255",0.0970705570958791,-0.104756454104097,0.0439148090177916,-0.0679200028076481,-0.102933749622008,-0.175001337083072
"RIL_256",-0.125617356983452,0.106921298868271,-0.0445682922816026,-0.135519057000122,0.0507369120148352,-0.0309963438162148
"RIL_259",-0.115131923962037,0.0923142201856076,-0.126508359129461,-0.0347981585245561,0.125580135999884,0.0318075599449608
"RIL_264",0.0774379884223032,0.0424884360188467,-0.127555054703088,-0.0516423097146235,0.12469131243237,0.14357582731864
"RIL_265",0.0785220748600927,-0.096947082672168,-0.0751511886657651,-0.0903464855785417,0.0325039120574361,-0.00710930503034956
"RIL_267",-0.0651062341650952,0.103159750611102,-0.117676334919831,-0.0703368510558722,0.158000904447742,0.20076411405741
"RIL_268",0.0560380387760301,-0.0933074007503303,-0.213752306804865,-0.0507336695506644,-0.0108947922895289,-0.121523391998907
"RIL_270",-0.0829283417536123,0.0390593682941015,0.230823719646274,0.132760668661062,-0.0203487751477838,-0.0651433861214693
"RIL_277",-0.0879770790387052,0.0302375681124077,0.0460616769156796,-0.050317917250575,-0.0658313546366799,-0.0741971596196681
"RIL_281",0.0961130257862525,-0.119069318021495,0.0224086495521008,0.00898653181182153,-0.153851275836261,-0.103898946874696
"RIL_282",-0.00293279618426028,-0.0538056977836088,0.0339571550579059,0.211008133424969,0.0345896692040243,-0.0046864710252376
"RIL_284",0.0169207553853173,-0.0455216500172785,0.102903551671148,0.174460682313519,-0.0336258316604699,-0.0244036487918556
"RIL_285",-0.0475795439399009,0.104138580808489,-0.0176486539835764,-0.044486720606435,0.0299391537020928,-0.0561635417868799
"RIL_288",-0.036637132153131,0.0974042363794222,-0.0400058039887865,-0.0700634693307238,0.000654761347331807,0.0624773582298125
"RIL_289",0.110391495421283,-0.112183307513489,0.0656855261860576,-0.029793022085941,-0.198701637546123,-0.150128713208615
"RIL_290",0.108567554564355,-0.126701279477071,0.140779000740666,0.0874916849031284,-0.0460802878918078,-0.060011679816252
"RIL_294",-0.121188246950886,0.0925866683669427,-0.0704902256639433,-0.0261420214941881,0.052264284272133,0.0543942045660977
"RIL_30",0.104355561938089,-0.00180687219031952,-0.0410057302396787,-0.114354657331209,-0.0426439588675648,0.0131345373882522
"RIL_300",-0.0943362392206937,-0.0613147311323988,-0.00174432159879446,0.0847013788695576,0.0467553423136821,0.0284852732999957
"RIL_301",0.101105984915594,-0.105974776733521,-0.00813616944721912,-0.0734466995658187,0.0125873646196875,-0.0303616334423597
"RIL_303",0.0842443024733616,-0.113772087948179,0.0374465034267491,-0.0712545201226971,-0.0256876107675028,-0.166660741735865
"RIL_308",-0.00982031777416641,0.0384394243838741,0.0362754590151003,0.0698290788342301,0.0725915145035251,0.153711786291928
"RIL_31",-0.124420836788047,-0.0577684396786839,-0.0733410161909867,0.0386390556938152,0.0777197616106779,0.0153252973790314
"RIL_318",0.0935215135466152,-0.138543653764257,0.0747638704554514,0.110746405979321,0.144106970461269,0.0461050676941593
"RIL_325",-0.102282304319734,0.033206679211259,-0.00977100799062967,0.0452654767934863,0.00764674080354756,0.145931691653876
"RIL_329",0.108223806896397,-0.114826754405166,0.0489390823714628,0.0388730370088751,-0.0751947630222418,-0.0702778159408032
"RIL_332",-0.0974420289102226,0.0918224532583627,-0.0664064652615531,-0.101756813328956,0.0492650917412074,-0.00744387389842414
"RIL_337",-0.11547295053087,0.0939029452960748,-0.000834736471734283,0.194298175290459,0.0688956569485282,0.0363910601536672
"RIL_339",-0.0999830501232302,0.100583942210579,0.0023206203396968,-0.0157102995249183,0.0729219612295025,0.0409470922710623
"RIL_340",0.101910021587137,-0.114469211601549,-0.0188715336904794,0.0150260884287951,0.00810833142498857,0.0208024385636974
"RIL_341",-0.0962569601416666,0.102635348398771,-0.0134402235657834,-0.0493904786967024,-0.025695584186325,-0.146392815882816
"RIL_344",-0.0971218806408015,0.0891262746083161,-0.0515355349263026,-0.00632477096413211,0.00643723227603772,0.00512991692322192
"RIL_346",0.0989361164451968,-0.103046757746103,0.00392573173935881,-0.0369487305907733,0.0182199222748556,0.0086697321154308
"RIL_347",0.111877209792136,-0.136735431483532,0.134438221567969,-0.0263746476119355,-0.0522009905341625,0.0137131844411738
"RIL_353",0.0662505057325414,-0.122185612719501,-0.0511446708145464,0.0252888028529762,0.126433428283478,-0.0214534764402517
"RIL_354",0.0841748980938383,-0.0415279838146601,0.0491875653404956,-0.0557700962416604,-0.00386578592284292,0.0477311060323087
"RIL_355",-0.0107499657732734,0.085989997125368,-0.0811332498309821,-0.0981903371456681,0.0986513017717748,0.145222372363728
"RIL_357",-0.069847530966802,0.0932872423808973,0.139686983417592,0.143525663511302,-0.157792116561759,-0.144979054176256
"RIL_359",0.0930900332730859,-0.11185197179278,0.0287232936641177,-0.0128738418350283,0.0205418018853472,-0.0472047732176518
"RIL_36",0.0828518793953488,0.00781027087254688,-0.125206549233869,-0.0942463637004324,0.0350550242799968,0.0221802563108465
"RIL_360",-0.0842959259630746,0.0907532028683253,0.00926313657207141,0.123542111025942,0.0608881169907041,0.0548218860800715
"RIL_363",0.114270018873079,-0.0787790267506233,0.0854111528710576,0.114667547945286,-0.0784592444083911,-0.0799183668937644
"RIL_373",0.0608260320065746,0.0297547275140389,-0.000491346182481668,0.0669985636078824,0.0617810568950431,0.0591393002023415
"RIL_376",0.103745753443936,-0.114490377731993,0.00257012419662455,-0.0147567325090359,0.00584537689078469,-0.0249197506351247
"RIL_380",0.0970107855565644,0.0290947778724583,0.126334007607195,-0.164013764756191,-0.167344416592062,-0.182630704366716
"RIL_39",0.117582735773916,0.046203918774195,0.0544411565853587,-0.0184028062732503,-0.0690571577466481,0.0448706298827614
"RIL_42",-0.0925103754602945,0.0970674957652216,-0.0996267647072183,0.00497343402863262,0.0770865506335749,0.0813666840272681
"RIL_46",-0.109926805646908,0.113263567348752,-0.164037376180266,-0.0915875745489371,0.0340549334482244,0.0568531100280175
"RIL_53",-0.105816013983187,0.0949142930262671,-0.136136195426117,-0.0027521871961096,0.0975496701718123,0.105481592193467
"RIL_60",-0.0626255746271139,-0.077265299142615,0.204673599551277,0.191632060839713,-0.0869085101854086,-0.0324959613158734
"RIL_63",-0.0999514987840053,0.0829076650914999,0.0253368319575051,-0.0896065144848288,-0.114310107109631,-0.191915026168231
"RIL_65",0.080292310310685,-0.104476632389654,-0.0191916822558778,-0.0766807562338492,0.0455587724895233,0.0983509430460149
"RIL_66",-0.103057185016619,0.0949855365120297,-0.0381712857639929,-0.0397952686922917,-0.058773820462886,-0.0725686048032242
"RIL_69",0.124792504332373,-0.115174697297779,0.128943969521194,0.0839165741933143,-0.114761332075225,-0.0279145352729363
"RIL_7",-0.106158849516629,0.0847638374654481,-0.0802585521481875,0.0066230875847082,-0.012640606242781,-0.0250866322764707
"RIL_70",-0.0375651074371989,0.0455908176746921,-0.0458599975238946,-0.160833545435516,-0.0459460769267859,-0.0378372897656821
"RIL_73",-0.108915204271328,-0.0115248982204811,-0.202658923823297,-0.121354328855454,0.133497276535539,0.10222762155531
"RIL_76",-0.102338065420355,0.0986340147430306,-0.0305521383383058,-0.0601154261304124,0.0367327938406701,0.0875195788965328
"RIL_80",-0.105089583776377,0.0824313386447771,0.0259991255057192,0.161701085033233,0.0653252664111211,0.0724432298911827
"RIL_89",-0.100985405647148,0.089710640097893,-0.0155340924484958,-0.0154780450329612,0.0256716660677343,0.0409893182886731
"RIL_9",-0.0880709032776661,0.105054365893572,-0.0281330395274481,-0.0443603961617173,0.03092532937401,0.0896102025465264
"RIL_93",0.0588802607262789,-0.0917964179541056,-0.0997357609263369,-0.0405328458869419,0.179309857700041,-0.0178992937400585
