trait,eigen_eQTL_candidate,min_eQTL_LOD,max_eQTL_LOD
UN_MEblue,Bra009971,2.609122828866624,4.392020358793429
UN_MEblue,Bra009972,2.609122828866624,4.392020358793429
UN_MEblue,Bra009973,2.609122828866624,4.392020358793429
UN_MEblue,Bra009974,2.609122828866624,4.392020358793429
UN_MEblue,Bra009975,2.609122828866624,4.392020358793429
UN_MEblue,Bra009976,2.609122828866624,4.392020358793429
UN_MEblue,Bra009977,2.609122828866624,4.392020358793429
UN_MEblue,Bra009978,2.609122828866624,4.392020358793429
UN_MEblue,Bra009979,2.609122828866624,4.392020358793429
UN_MEblue,Bra009980,2.609122828866624,4.392020358793429
UN_MEblue,Bra009981,2.609122828866624,4.392020358793429
UN_MEblue,Bra009982,2.609122828866624,4.392020358793429
UN_MEblue,Bra009983,2.609122828866624,4.392020358793429
UN_MEblue,Bra009984,2.609122828866624,4.392020358793429
UN_MEblue,Bra009985,2.609122828866624,4.392020358793429
UN_MEblue,Bra009986,2.609122828866624,4.392020358793429
UN_MEblue,Bra009987,2.609122828866624,4.392020358793429
UN_MEblue,Bra009988,2.609122828866624,4.392020358793429
UN_MEblue,Bra009989,2.609122828866624,4.392020358793429
UN_MEblue,Bra009990,2.609122828866624,4.392020358793429
UN_MEblue,Bra009991,2.609122828866624,4.392020358793429
UN_MEblue,Bra009992,2.609122828866624,4.392020358793429
UN_MEblue,Bra009993,2.609122828866624,4.392020358793429
UN_MEblue,Bra009994,2.609122828866624,4.392020358793429
UN_MEblue,Bra009995,2.609122828866624,4.392020358793429
UN_MEblue,Bra101387,2.609122828866624,4.392020358793429
UN_MEblue,Bra009996,2.609122828866624,4.392020358793429
UN_MEblue,Bra009997,2.609122828866624,4.392020358793429
UN_MEblue,Bra009999,2.609122828866624,4.392020358793429
UN_MEblue,Bra009998,2.609122828866624,4.392020358793429
UN_MEblue,Bra010000,2.609122828866624,4.392020358793429
UN_MEblue,Bra010001,2.609122828866624,4.392020358793429
UN_MEblue,Bra101388,2.609122828866624,4.392020358793429
