graph,edge,MR_Cutoff,node1,node2,cor
blup.mr.graph.UN.2012.50,UNiD12|Bra008750,50,UNiD12,Bra008750,0.6079829766206342
blup.mr.graph.UN.2012.50,UNiD12|Bra008797,50,UNiD12,Bra008797,0.635839674549938
blup.mr.graph.UN.2012.50,UNiD12|Bra013959,50,UNiD12,Bra013959,-0.6202366274129849
blup.mr.graph.UN.2012.50,UNiD12|Bra013968,50,UNiD12,Bra013968,-0.5864185783395975
blup.mr.graph.UN.2012.50,UNiD12|Bra022535,50,UNiD12,Bra022535,0.6133638614258193
blup.mr.graph.UN.2012.50,UNiD12|Bra039532,50,UNiD12,Bra039532,-0.6021843349745327
blup.mr.graph.UN.2012.50,UNiD12|Bra102309,50,UNiD12,Bra102309,0.5823337130407007
blup.mr.graph.UN.2012.50,UNr12|Bra022924,50,UNr12,Bra022924,0.4359281379992191
blup.mr.graph.UN.2012.50,UNr12|Bra023056,50,UNr12,Bra023056,-0.4488028363488972
blup.mr.graph.UN.2012.50,UNr12|Bra023094,50,UNr12,Bra023094,-0.45069243162237405
blup.mr.graph.UN.2012.50,UNr12|Bra029099,50,UNr12,Bra029099,-0.4499534345013568
blup.mr.graph.UN.2012.50,UNr12|Bra029100,50,UNr12,Bra029100,-0.44009069125456546
blup.mr.graph.UN.2012.50,UNr12|Bra029111,50,UNr12,Bra029111,0.44890289024645524
